2021-12-20 22:07:47.254 | INFO     | Case.conftest:init:15 - =========================开始执行测试项目=========================
2021-12-30 17:17:40.522 | INFO     | Case.conftest:init:17 - 环境变量：{'__module__': 'Common.replace_data', '__dict__': <attribute '__dict__' of 'EnvData' objects>, '__weakref__': <attribute '__weakref__' of 'EnvData' objects>, '__doc__': None, 'admin_member_id': '2', 'admin_token': 'eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIsImV4cCI6MTY0MDg1NjA5MX0.4XdTC37QOXHPHHYmlnPQF5xbVnl-lxnpWHb4q3r2S1Zj_iDBzdANgBebT7D8HNaeOtDjcDRPJ7xOTYt-3T_qSg', 'loan_id': '4342', 'member_id': '2', 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIsImV4cCI6MTY0MDg1NjA5MX0.4XdTC37QOXHPHHYmlnPQF5xbVnl-lxnpWHb4q3r2S1Zj_iDBzdANgBebT7D8HNaeOtDjcDRPJ7xOTYt-3T_qSg'}
2021-12-30 17:17:40.522 | INFO     | Case.conftest:init:18 - =========================测试项目执行完毕=========================
2021-12-30 17:17:45.533 | INFO     | Case.conftest:init:15 - {:*^20}开始执行测试项目
2021-12-30 17:17:45.540 | INFO     | Case.test_invest:test_invest:93 - ***********************开始执行recharge_01投资成功测试用例***********************
2021-12-30 17:17:45.542 | INFO     | Common.replace_data:replace_case_by_regular:75 - 正则表达式替换完成之后的请求数据为{'id': 'recharge_01', 'title': '投资成功', 'url': 'member/invest', 'method': 'POST', 'request_data': '{"member_id": "2", "load_id": "4342", "amount": 100}', 'expect': '{"code": 0, "msg": "OK"}', 'expre_data': 'null'}
2021-12-30 17:17:45.542 | INFO     | Common.replace_data:replace_case_by_regular:76 - 环境变量为:{'__module__': 'Common.replace_data', '__dict__': <attribute '__dict__' of 'EnvData' objects>, '__weakref__': <attribute '__weakref__' of 'EnvData' objects>, '__doc__': None, 'admin_member_id': '2', 'admin_token': 'eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIsImV4cCI6MTY0MDg1NjA5MX0.4XdTC37QOXHPHHYmlnPQF5xbVnl-lxnpWHb4q3r2S1Zj_iDBzdANgBebT7D8HNaeOtDjcDRPJ7xOTYt-3T_qSg', 'loan_id': '4342', 'member_id': '2', 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIsImV4cCI6MTY0MDg1NjA5MX0.4XdTC37QOXHPHHYmlnPQF5xbVnl-lxnpWHb4q3r2S1Zj_iDBzdANgBebT7D8HNaeOtDjcDRPJ7xOTYt-3T_qSg'}
2021-12-30 17:17:45.550 | INFO     | Common.handle_request:send_request:32 - 开始发起请求：
2021-12-30 17:17:45.551 | INFO     | Common.handle_request:send_request:33 - 请求头为:{'X-Lemonban-Media-Type': 'lemonban.v2', 'Authorization': 'Bearer eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIsImV4cCI6MTY0MDg1NjA5MX0.4XdTC37QOXHPHHYmlnPQF5xbVnl-lxnpWHb4q3r2S1Zj_iDBzdANgBebT7D8HNaeOtDjcDRPJ7xOTYt-3T_qSg'}
2021-12-30 17:17:45.551 | INFO     | Common.handle_request:send_request:34 - 请求地址为:http://api.lemonban.com/futureloan/member/invest
2021-12-30 17:17:45.552 | INFO     | Common.handle_request:send_request:35 - 请求数据为:{'member_id': '2', 'load_id': '4342', 'amount': 100}
2021-12-30 17:17:45.679 | INFO     | Common.handle_request:send_request:78 - 响应数据为200
2021-12-30 17:17:45.680 | INFO     | Case.test_invest:test_invest:109 - 该用例没有expre_data字段
2021-12-30 17:17:45.680 | INFO     | Case.test_invest:test_invest:111 - 期望结果为{'code': 0, 'msg': 'OK'}
2021-12-30 17:17:45.680 | INFO     | Case.test_invest:test_invest:112 - 响应结果为:{'code': 1, 'msg': '项目id为空', 'data': None, 'copyright': 'Copyright 柠檬班 © 2017-2019 湖南省零檬信息技术有限公司 All Rights Reserved'}
2021-12-30 17:17:45.681 | INFO     | Case.test_invest:test_invest:119 - 断言失败
2021-12-30 17:17:45.699 | INFO     | Case.conftest:init:17 - 环境变量：{'__module__': 'Common.replace_data', '__dict__': <attribute '__dict__' of 'EnvData' objects>, '__weakref__': <attribute '__weakref__' of 'EnvData' objects>, '__doc__': None, 'admin_member_id': '2', 'admin_token': 'eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIsImV4cCI6MTY0MDg1NjA5MX0.4XdTC37QOXHPHHYmlnPQF5xbVnl-lxnpWHb4q3r2S1Zj_iDBzdANgBebT7D8HNaeOtDjcDRPJ7xOTYt-3T_qSg', 'loan_id': '4342', 'member_id': '2', 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIsImV4cCI6MTY0MDg1NjA5MX0.4XdTC37QOXHPHHYmlnPQF5xbVnl-lxnpWHb4q3r2S1Zj_iDBzdANgBebT7D8HNaeOtDjcDRPJ7xOTYt-3T_qSg'}
2021-12-30 17:17:45.700 | INFO     | Case.conftest:init:18 - =========================测试项目执行完毕=========================
2021-12-30 17:17:50.713 | INFO     | Case.conftest:init:15 - {:*^20}开始执行测试项目
2021-12-30 17:17:50.720 | INFO     | Case.test_invest:test_invest:93 - ***********************开始执行recharge_01投资成功测试用例***********************
2021-12-30 17:17:50.721 | INFO     | Common.replace_data:replace_case_by_regular:75 - 正则表达式替换完成之后的请求数据为{'id': 'recharge_01', 'title': '投资成功', 'url': 'member/invest', 'method': 'POST', 'request_data': '{"member_id": "2", "load_id": "4342", "amount": 100}', 'expect': '{"code": 0, "msg": "OK"}', 'expre_data': 'null'}
2021-12-30 17:17:50.721 | INFO     | Common.replace_data:replace_case_by_regular:76 - 环境变量为:{'__module__': 'Common.replace_data', '__dict__': <attribute '__dict__' of 'EnvData' objects>, '__weakref__': <attribute '__weakref__' of 'EnvData' objects>, '__doc__': None, 'admin_member_id': '2', 'admin_token': 'eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIsImV4cCI6MTY0MDg1NjA5MX0.4XdTC37QOXHPHHYmlnPQF5xbVnl-lxnpWHb4q3r2S1Zj_iDBzdANgBebT7D8HNaeOtDjcDRPJ7xOTYt-3T_qSg', 'loan_id': '4342', 'member_id': '2', 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIsImV4cCI6MTY0MDg1NjA5MX0.4XdTC37QOXHPHHYmlnPQF5xbVnl-lxnpWHb4q3r2S1Zj_iDBzdANgBebT7D8HNaeOtDjcDRPJ7xOTYt-3T_qSg'}
2021-12-30 17:17:50.723 | INFO     | Common.handle_request:send_request:32 - 开始发起请求：
2021-12-30 17:17:50.725 | INFO     | Common.handle_request:send_request:33 - 请求头为:{'X-Lemonban-Media-Type': 'lemonban.v2', 'Authorization': 'Bearer eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIsImV4cCI6MTY0MDg1NjA5MX0.4XdTC37QOXHPHHYmlnPQF5xbVnl-lxnpWHb4q3r2S1Zj_iDBzdANgBebT7D8HNaeOtDjcDRPJ7xOTYt-3T_qSg'}
2021-12-30 17:17:50.728 | INFO     | Common.handle_request:send_request:34 - 请求地址为:http://api.lemonban.com/futureloan/member/invest
2021-12-30 17:17:50.728 | INFO     | Common.handle_request:send_request:35 - 请求数据为:{'member_id': '2', 'load_id': '4342', 'amount': 100}
2021-12-30 17:17:50.837 | INFO     | Common.handle_request:send_request:78 - 响应数据为200
2021-12-30 17:17:50.837 | INFO     | Case.test_invest:test_invest:109 - 该用例没有expre_data字段
2021-12-30 17:17:50.837 | INFO     | Case.test_invest:test_invest:111 - 期望结果为{'code': 0, 'msg': 'OK'}
2021-12-30 17:17:50.838 | INFO     | Case.test_invest:test_invest:112 - 响应结果为:{'code': 1, 'msg': '项目id为空', 'data': None, 'copyright': 'Copyright 柠檬班 © 2017-2019 湖南省零檬信息技术有限公司 All Rights Reserved'}
2021-12-30 17:17:50.838 | INFO     | Case.test_invest:test_invest:119 - 断言失败
2021-12-30 17:17:50.849 | INFO     | Case.conftest:init:17 - 环境变量：{'__module__': 'Common.replace_data', '__dict__': <attribute '__dict__' of 'EnvData' objects>, '__weakref__': <attribute '__weakref__' of 'EnvData' objects>, '__doc__': None, 'admin_member_id': '2', 'admin_token': 'eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIsImV4cCI6MTY0MDg1NjA5MX0.4XdTC37QOXHPHHYmlnPQF5xbVnl-lxnpWHb4q3r2S1Zj_iDBzdANgBebT7D8HNaeOtDjcDRPJ7xOTYt-3T_qSg', 'loan_id': '4342', 'member_id': '2', 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIsImV4cCI6MTY0MDg1NjA5MX0.4XdTC37QOXHPHHYmlnPQF5xbVnl-lxnpWHb4q3r2S1Zj_iDBzdANgBebT7D8HNaeOtDjcDRPJ7xOTYt-3T_qSg'}
2021-12-30 17:17:50.849 | INFO     | Case.conftest:init:18 - =========================测试项目执行完毕=========================
2021-12-30 17:17:50.863 | INFO     | Case.conftest:init:15 - {:*^20}开始执行测试项目
2021-12-30 17:17:50.865 | INFO     | Case.test_login:test_login:29 - 开始执行()login_01测试用例
2021-12-30 17:17:50.865 | INFO     | Common.replace_data:replace_case_by_regular:75 - 正则表达式替换完成之后的请求数据为{'id': 'login_01', 'title': '登录成功', 'url': 'member/login', 'method': 'POST', 'request_data': '{"mobile_phone": "15864831865", "pwd": "12345678"}', 'expect': '{"code": 0, "msg": "OK"}'}
2021-12-30 17:17:50.866 | INFO     | Common.replace_data:replace_case_by_regular:76 - 环境变量为:{'__module__': 'Common.replace_data', '__dict__': <attribute '__dict__' of 'EnvData' objects>, '__weakref__': <attribute '__weakref__' of 'EnvData' objects>, '__doc__': None, 'admin_member_id': '2', 'admin_token': 'eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIsImV4cCI6MTY0MDg1NjA5MX0.4XdTC37QOXHPHHYmlnPQF5xbVnl-lxnpWHb4q3r2S1Zj_iDBzdANgBebT7D8HNaeOtDjcDRPJ7xOTYt-3T_qSg', 'loan_id': '4342', 'member_id': '2', 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIsImV4cCI6MTY0MDg1NjA5MX0.4XdTC37QOXHPHHYmlnPQF5xbVnl-lxnpWHb4q3r2S1Zj_iDBzdANgBebT7D8HNaeOtDjcDRPJ7xOTYt-3T_qSg'}
2021-12-30 17:17:50.866 | INFO     | Common.handle_request:send_request:32 - 开始发起请求：
2021-12-30 17:17:50.867 | INFO     | Common.handle_request:send_request:33 - 请求头为:{'X-Lemonban-Media-Type': 'lemonban.v2'}
2021-12-30 17:17:50.867 | INFO     | Common.handle_request:send_request:34 - 请求地址为:http://api.lemonban.com/futureloan/member/login
2021-12-30 17:17:50.867 | INFO     | Common.handle_request:send_request:35 - 请求数据为:{'mobile_phone': '15864831865', 'pwd': '12345678'}
2021-12-30 17:17:50.982 | INFO     | Common.handle_request:send_request:78 - 响应数据为200
2021-12-30 17:17:50.983 | INFO     | Case.test_login:test_login:33 - 期望结果为{'code': 0, 'msg': 'OK'}
2021-12-30 17:17:50.985 | INFO     | Case.test_login:test_login:34 - 响应结果为:{'code': 0, 'msg': 'OK', 'data': {'id': 2, 'leave_amount': 210.0, 'mobile_phone': '15864831865', 'reg_name': '小柠檬2', 'reg_time': '2021-12-24 20:01:02.0', 'type': 0, 'token_info': {'token_type': 'Bearer', 'expires_in': '2021-12-30 17:22:51', 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIsImV4cCI6MTY0MDg1NjE3MX0.5rpfzlvIzl6nCJAulXTJa50XkEWQFg3IVaempy4hT_P3acy2YaYlmXeRqZUQkPFrp1wd8ETcy_QvsUCOr6eOFg'}}, 'copyright': 'Copyright 柠檬班 © 2017-2019 湖南省零檬信息技术有限公司 All Rights Reserved'}
2021-12-30 17:17:50.987 | INFO     | Case.test_login:test_login:35 - 用例通过！
2021-12-30 17:17:50.990 | INFO     | Case.conftest:init:17 - 环境变量：{'__module__': 'Common.replace_data', '__dict__': <attribute '__dict__' of 'EnvData' objects>, '__weakref__': <attribute '__weakref__' of 'EnvData' objects>, '__doc__': None, 'admin_member_id': '2', 'admin_token': 'eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIsImV4cCI6MTY0MDg1NjA5MX0.4XdTC37QOXHPHHYmlnPQF5xbVnl-lxnpWHb4q3r2S1Zj_iDBzdANgBebT7D8HNaeOtDjcDRPJ7xOTYt-3T_qSg', 'loan_id': '4342', 'member_id': '2', 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIsImV4cCI6MTY0MDg1NjA5MX0.4XdTC37QOXHPHHYmlnPQF5xbVnl-lxnpWHb4q3r2S1Zj_iDBzdANgBebT7D8HNaeOtDjcDRPJ7xOTYt-3T_qSg'}
2021-12-30 17:17:50.992 | INFO     | Case.conftest:init:18 - =========================测试项目执行完毕=========================
